Nasco_product_category,Nasco_product_sub_category,Nasco_product_id,Nasco_product_name,Nasco_product_quantity,Nasco_product_price,Nasco_product_url,Nasco_image_url
Art Supplies & Crafts,Art Supplies,2100194,Inovart Assorted Mat Frames - Pkg. of 60,1,$ 17.25,https://www.nascoeducation.com/inovart-assorted-mat-frames-pkg-of-60-2100194.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/2/1/2100194-main_g4fhfvuodu3cglbr.jpg
Art Supplies & Crafts,Art Supplies,4100462,Railroad Board Assortment - 4 Ply - 22 in. x 28 in. - Pkg. of 100 - Assorted Colors,1,$ 60,https://www.nascoeducation.com/railroad-board-assortment-4-ply-22-in-x-28-in-pkg-of-100-assorted-colors-4100462.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/4/1/4100462-main_4hdpbvgs6lzv0upc.jpg
Art Supplies & Crafts,Art Supplies,9720480,Cork Bulletin Bars - 48 in. Long - Pkg of 10,1,$ 195.7,https://www.nascoeducation.com/cork-bulletin-bars-48-in-long-pkg-of-10-9720480.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9720480-main_c4xlrhccwvafxe3t.jpg
Art Supplies & Crafts,Art Supplies,9726684,Speedball® Metallic Block Printing Inks - Set of 4 - 1.25 oz.,1,$ 20.75,https://www.nascoeducation.com/speedball-metallic-block-printing-inks-set-of-4-1-25-oz-9726684.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9726684-main_cergegbsucmyd6bh.jpg
Art Supplies & Crafts,Art Supplies,9728482,General’s® Multi-Pastel® Chalk Compressed Pastel Crayons - Earth - Portrait - and Skin Tones,1,$ 11.9,https://www.nascoeducation.com/generals-multi-pastel-chalk-compressed-pastel-crayons-earth-portrait-and-skin-tones-9728482.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9728482-main_l8bq812hpkhaxsqq.jpg
Art Supplies & Crafts,Art Supplies,9739297,Maped® Metal Two-Hole Sharpener,1,$ 2.35,https://www.nascoeducation.com/maped-metal-two-hole-sharpener-9739297.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9739297-main_xco84xeal4mvqwcb.jpg
Art Supplies & Crafts,Art Supplies,9742367,Supertite® Multi-Grab 360® - 2-oz. (60 ml) Tube,1,$ 4.65,https://www.nascoeducation.com/supertite-multi-grab-360-2-oz-60-ml-tube-9742367.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742367-main_nkxxwtvn0cun3y5l.jpg
Art Supplies & Crafts,Art Supplies,9742396,"Nasco Assorted Construction Paper Set, 9 in. X 12 in. - 900 Sheets",1,$ 30.4,https://www.nascoeducation.com/nasco-assorted-construction-paper-set-9-in-x-12-in-900-sheets-9742396.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742396-main_7nwbmxsors5viuue.jpg
Art Supplies & Crafts,Art Supplies,9742523,Black Ink™ Mixed Media Mulberry Pack - 20 Sheets,1,$ 21.75,https://www.nascoeducation.com/black-ink-mixed-media-mulberry-pack-20-sheets-9742523.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742523-main_dkymtovtn11idlk1.jpg
Art Supplies & Crafts,Art Supplies,X00009712534,Angora™ Opaque Watercolors,1,$ 13.25,https://www.nascoeducation.com/angora-opaque-watercolors-x00009712534.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9712534-main_1coepvxbepeyxymf.jpg
Art Supplies & Crafts,Art Supplies,X00009717082,Mayco Stroke & Coat Glaze Kit 3 Brights,1,$ 40,https://www.nascoeducation.com/mayco-stroke-coat-glaze-kit-3-brights-x00009717082.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9717082-main_savxocmwkefwy25c.jpg
Art Supplies & Crafts,Art Supplies,X00009730486,Dynasty Sapphire Round Paintbrush,1,$ 1.85,https://www.nascoeducation.com/dynasty-sapphire-round-paintbrush-x00009730486.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730486-main_jcqzc033zw17w5rn.jpg
Art Supplies & Crafts,Art Supplies,X00009738010,PRANG® Ready-to-Use Tempera Paint - Set of 6,1,$ 43.2,https://www.nascoeducation.com/prang-ready-to-use-tempera-paint-set-of-6-x00009738010.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9738010-main_avq9rsv5deapxjvx.jpg
Art Supplies & Crafts,Art Supplies,9708350(A),Nasco E-Z Hold Knife with Cap,1,$ 6.25,https://www.nascoeducation.com/nasco-e-z-hold-knife-with-cap-9708350a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9708350a-main.jpg
Art Supplies & Crafts,Art Supplies,9725168(A),Royal Brush® Wipe Away Tools - Set of 2,1,$ 3.04,https://www.nascoeducation.com/royal-brush-wipe-away-tools-set-of-2-9725168a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9725168a-main.jpg
Art Supplies & Crafts,Art Supplies,NE30129,Pacon® Self-Stick Dry-Erase Squares,1,$ 41.5,https://www.nascoeducation.com/pacon-self-stick-dry-erase-squares-ne30129.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne30129-main_veqsxd3wpaoebly0.jpg
Art Supplies & Crafts,Art Supplies,U27838,Hand Made Feather Pens - Lesson Plan Volume 78,1,$ 0,https://www.nascoeducation.com/hand-made-feather-pens-lesson-plan-volume-78-u27838.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/u/2/u27838-main_ouw3enjgkh9dyp7p.jpg
Art Supplies & Crafts,Art Supplies,Z48263,Professional Single Mast Easel,1,$ 133.2,https://www.nascoeducation.com/professional-single-mast-easel-z48263.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z48263-main_uxenwbrosttngwpw.jpg
Art Supplies & Crafts,Art Supplies,9720028,ArtBin® Quick View™ Carrying Case - 10-1/2 in. x 3-1/8 in. x 8-3/8 in.,1,$ 9.9,https://www.nascoeducation.com/artbin-quick-view-carrying-case-10-1-2-in-x-3-1-8-in-x-8-3-8-in-9720028.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9720028-main_ajwia7ieivgh5zzs.jpg
Art Supplies & Crafts,Art Supplies,9722386,Speedball® Water-Soluble Fabric Screen Printing Inks - Set of 6 - 32-oz. Jars,1,$ 161.35,https://www.nascoeducation.com/speedball-water-soluble-fabric-screen-printing-inks-set-of-6-32-oz-jars-9722386.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9722386-main_ejmakvav1sr7npqj.jpg
Art Supplies & Crafts,Art Supplies,9725141,Royal Brush® Essentials™ Soft Pastels Classroom Assortment - Pack of 144,1,$ 87.7,https://www.nascoeducation.com/royal-brush-essentials-soft-pastels-classroom-assortment-pack-of-144-9725141.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9725141-main_vjryzauepfyumbef.jpg
Art Supplies & Crafts,Art Supplies,9727936,Roylco® Tessellation Animal Templates - Set of 12,1,$ 18.75,https://www.nascoeducation.com/roylco-tessellation-animal-templates-set-of-12-9727936.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9727936-main_yrggucmdh8asaeu5.jpg
Art Supplies & Crafts,Art Supplies,9738960,Westcott® iPoint® Heavy-Duty Electric Pencil Sharpener,1,$ 68.95,https://www.nascoeducation.com/westcott-ipoint-heavy-duty-electric-pencil-sharpener-9738960.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9738960-main_vbiugxh27xgu9v9b.jpg
Art Supplies & Crafts,Art Supplies,9739082,Canson® XL® Mixed Media Pads - 18 in. x 24 in. - 30 sheets - 96 lb.,1,$ 27.95,https://www.nascoeducation.com/canson-xl-mixed-media-pads-18-in-x-24-in-30-sheets-96-lb-9739082.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9739082-main_9bq1qerir47m0ro3.jpg
Art Supplies & Crafts,Art Supplies,9739166,Crescent® Art Poster Board - Individual Sheet - 22 in. x 28 in. - Black,1,$ 4.3,https://www.nascoeducation.com/crescent-art-poster-board-individual-sheet-22-in-x-28-in-black-9739166.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9739166-main_pl0zbarltxoovbsc.jpg
Art Supplies & Crafts,Art Supplies,9742132,Liquitex® Basics Matte Gel Medium,1,$ 9.5,https://www.nascoeducation.com/liquitex-basics-matte-gel-medium-9742132.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742132-main_yuryegcifuzglay6.jpg
Art Supplies & Crafts,Art Supplies,9742152,Elmer's® Magical Liquid,1,$ 8.6,https://www.nascoeducation.com/elmers-magical-liquid-9742152.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742152-main_tdscxeb34ijmhyfr.jpg
Art Supplies & Crafts,Art Supplies,9742395,"Nasco Assorted Construction Paper Set, 12 in. x 18 in. - 900 Sheets",1,$ 55,https://www.nascoeducation.com/nasco-assorted-construction-paper-set-12-in-x-18-in-900-sheets-9742395.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742395-main_oeuwbkze6th1u2uo.jpg
Art Supplies & Crafts,Art Supplies,9742698,VELCRO® Removable Mounting Squares - 3/4 in. - Set of 8,1,$ 5.5,https://www.nascoeducation.com/velcro-removable-mounting-squares-3-4-in-set-of-8-9742698.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742698-main_okb1vccd2dxdqfba.jpg
Art Supplies & Crafts,Art Supplies,9742717,Beveled Edge Black Mats - Art Size 5 in. x 7 in.,1,$ 14.25,https://www.nascoeducation.com/beveled-edge-black-mats-art-size-5-in-x-7-in-9742717.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742717-main_9dsrloiiropmhnsm.jpg
Art Supplies & Crafts,Art Supplies,X00009711243,Yarka Student Watercolor Sets,1,$ 7,https://www.nascoeducation.com/yarka-student-watercolor-sets-x00009711243.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9711243-main_cjezeotkoqz1lcke.jpg
Art Supplies & Crafts,Art Supplies,X00009713375,Mayco Stroke & Coat Glaze Kit 2 Lights,1,$ 40.25,https://www.nascoeducation.com/mayco-stroke-coat-glaze-kit-2-lights-x00009713375.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9713375-main_jnwdavpx6zecjzxp.jpg
Art Supplies & Crafts,Art Supplies,X00009730480,Dynasty Sapphire Flat Paintbrush,1,$ 2,https://www.nascoeducation.com/dynasty-sapphire-flat-paintbrush-x00009730480.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730480-main_lqk81ktnxp8swepu.jpg
Art Supplies & Crafts,Art Supplies,X00009735126-A,Georgian Oil Color Paint - 225 ml,1,$ 0,https://www.nascoeducation.com/georgian-oil-color-paint-225-ml-x00009735126-a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9735126a-main_cxamktiuneqxnvvp.jpg
Art Supplies & Crafts,Art Supplies,X00009737345,Do-A-Dot Art Paint Markers - Set of 5 Colors,1,$ 19.75,https://www.nascoeducation.com/do-a-dot-art-paint-markers-set-of-5-colors-x00009737345.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9737345-main_66czmljjwremkgho.jpg
Art Supplies & Crafts,Art Supplies,X00009740434-A,Talens® Gouache Extra-Fine Quality Opaque Paint - 0.68 oz. (20 ml),1,$ 0,https://www.nascoeducation.com/talens-gouache-extra-fine-quality-opaque-paint-0-68-oz-20-ml-x00009740434-a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9740434au-main_1hbnlqoyx7h6rdhu.jpg
Art Supplies & Crafts,Art Supplies,NE30128,Pacon® Self-Stick Dry-Erase Circles,1,$ 41.5,https://www.nascoeducation.com/pacon-self-stick-dry-erase-circles-ne30128.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/n/e/ne30128-main_rplwrhlnmd1txif9.jpg
Art Supplies & Crafts,Art Supplies,U27837,Designer Shoes - Lesson Plan Volume 77,1,$ 0,https://www.nascoeducation.com/designer-shoes-lesson-plan-volume-77-u27837.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/u/2/u27837-main_0v0ntjupnjlalx7x.jpg
Art Supplies & Crafts,Art Supplies,Z48261,Antigo Oak A-Frame Easel,1,$ 206.7,https://www.nascoeducation.com/antigo-oak-a-frame-easel-z48261.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z48261-main_wuctiomvvymfjna7.jpg
Art Supplies & Crafts,Art Supplies,9714877,Createx™ Monotype Pro - Set of 12 - 4 oz. Bottles,1,$ 107.6,https://www.nascoeducation.com/createx-monotype-pro-set-of-12-4-oz-bottles-9714877.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9714877-main_bsz3kmcgrtpfb92z.jpg
Art Supplies & Crafts,Art Supplies,9718560,Deluxe Display Stand,1,$ 138.95,https://www.nascoeducation.com/deluxe-display-stand-9718560.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9718560-main_ochmhmogjgpjih97.jpg
Art Supplies & Crafts,Art Supplies,9723050,Caran d’Ache® Neocolor® - Set of 10 Metallic,1,$ 28.95,https://www.nascoeducation.com/caran-dache-neocolor-set-of-10-metallic-9723050.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/5/7/577481560dd333704a9810961bb190a639e25df37c0b14f0c52d8a29f26f884a.jpeg
Art Supplies & Crafts,Art Supplies,9736976,Pacon® Neon Premium Poster Board - Pkg. of 25 - 22 in. x 28 in. - Assorted Colors,1,$ 27.9,https://www.nascoeducation.com/pacon-neon-premium-poster-board-pkg-of-25-22-in-x-28-in-assorted-colors-9736976.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9736976-main_xwbyj3htuhdhcxhb.jpg
Art Supplies & Crafts,Art Supplies,9737831,Jolly Sharpy Twin Universal Pencil Sharpeners - Box of 12,1,$ 57,https://www.nascoeducation.com/jolly-sharpy-twin-universal-pencil-sharpeners-box-of-12-9737831.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9737831-main_xi2k0zlmv461fyrp.jpg
Art Supplies & Crafts,Art Supplies,9739071,Canson® XL® Mixed Media Pads - 5-1/2 in. x 8-1/2 in. - 60 sheets - 96 lb.,1,$ 10,https://www.nascoeducation.com/canson-xl-mixed-media-pads-5-1-2-in-x-8-1-2-in-60-sheets-96-lb-9739071.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9739071-main_2xk6wc7jkpeo1pwr.jpg
Art Supplies & Crafts,Art Supplies,9741022,Handy Art® Washable Glitter Glue - Set of 8 - 8-oz. Bottles,1,$ 29.8,https://www.nascoeducation.com/handy-art-washable-glitter-glue-set-of-8-8-oz-bottles-9741022.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9741022-main_uwwfxaiean4ucate.jpg
Art Supplies & Crafts,Art Supplies,9742131,Liquitex® Basics Gloss Heavy Gel Medium,1,$ 9.45,https://www.nascoeducation.com/liquitex-basics-gloss-heavy-gel-medium-9742131.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742131-main_cwuwcwblrqrvtxdn.jpg
Art Supplies & Crafts,Art Supplies,9742243,Pacon® UCreate™ Premium Neon Art Paper,1,$ 10.6,https://www.nascoeducation.com/pacon-ucreate-premium-neon-art-paper-9742243.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742243-main_ylcoicsdezyyxuwl.jpg
Art Supplies & Crafts,Art Supplies,9742697,VELCRO® Removable Mounting Tape - 18 in. x 3/4 in. - White,1,$ 4.75,https://www.nascoeducation.com/velcro-removable-mounting-tape-18-in-x-3-4-in-white-9742697.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742697-main_ux5oaxup1aphesjy.jpg
Art Supplies & Crafts,Art Supplies,X00009701472-A,AMACO® Lead-Free Low-Fire LM Series Matte Glaze - Pint,1,$ 22.25,https://www.nascoeducation.com/amaco-lead-free-low-fire-lm-series-matte-glaze-pint-x00009701472-a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9701472b-main_ymsdqn9bnb0jxldx.jpg
Art Supplies & Crafts,Art Supplies,X00009711005,Crayola® Artista II Watercolors,1,$ 3,https://www.nascoeducation.com/crayola-artista-ii-watercolors-x00009711005.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9711005-main_z3gqrs76dszqcxhk.jpg
Art Supplies & Crafts,Art Supplies,X00009730465,Dynasty® Camel Hair Paintbrush,1,$ 0,https://www.nascoeducation.com/dynasty-camel-hair-paintbrush-x00009730465.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730465-main_pqhfgikyxzx8nexk.jpg
Art Supplies & Crafts,Art Supplies,X00009734870,Jack Richeson® 9 Mini Tempera Cakes,1,$ 11.25,https://www.nascoeducation.com/jack-richeson-9-mini-tempera-cakes-x00009734870.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734870-main_lc8odlinblyn2wxo.jpg
Art Supplies & Crafts,Art Supplies,BE01638,EXPO 2® Low-Odor Dry-Erase Markers - Chisel Tip - Set of 8 Assorted,1,$ 12.25,https://www.nascoeducation.com/expo-2-low-odor-dry-erase-markers-chisel-tip-set-of-8-assorted-be01638.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/b/e/be01638-main_i0trxtgvroo0xt0k.jpg
Art Supplies & Crafts,Art Supplies,U27836,Pop-Up Comic - Lesson Plan Volume 76,1,$ 0,https://www.nascoeducation.com/pop-up-comic-lesson-plan-volume-76-u27836.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/u/2/u27836-main_qrvdnvtevevuzmmx.jpg
Art Supplies & Crafts,Art Supplies,Z47656,Jack Richeson® Lyptus® Wood Navajo Easel,1,$ 168,https://www.nascoeducation.com/jack-richeson-lyptus-wood-navajo-easel-z47656.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z47656-main_xqxsntwxoetni1tc.jpg
Art Supplies & Crafts,Art Supplies,9711879,Papyrus Sheets - Pkg. of 10 - 8 in. x 12 in.,1,$ 59.1,https://www.nascoeducation.com/papyrus-sheets-pkg-of-10-8-in-x-12-in-9711879.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9711879-main_xahly90czzoss8m5.jpg
Art Supplies & Crafts,Art Supplies,9721762,Artista™ Tabletop Potter’s Wheel - Right Handed,1,$ 660.95,https://www.nascoeducation.com/artista-tabletop-potters-wheel-right-handed-9721762.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9721762-main_kc3sqpthv9jprblb.jpg
Art Supplies & Crafts,Art Supplies,9731291,Wood Guillotine Trimmer - 15 in.,1,$ 110.75,https://www.nascoeducation.com/wood-guillotine-trimmer-15-in-9731291.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9731291-main_v9ttsa4w9omgsaib.jpg
Art Supplies & Crafts,Art Supplies,9735849,Crescent® Black Art Poster Board - 10 Sheets - 22 in. x 28 in.,1,$ 50.5,https://www.nascoeducation.com/crescent-black-art-poster-board-10-sheets-22-in-x-28-in-9735849.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9735849-main_5eeyyhull8o7ccie.jpg
Art Supplies & Crafts,Art Supplies,9737450,3-in-1 Sharpeners - Tub of 9,1,$ 47.25,https://www.nascoeducation.com/3-in-1-sharpeners-tub-of-9-9737450.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9737450-main_inllxzzgfk21r0py.jpg
Art Supplies & Crafts,Art Supplies,9738797,Fabriano Unica Paper - White - 22 in. x 30 in. - 250 gsm - Pkg. of 10,1,$ 27.1,https://www.nascoeducation.com/fabriano-unica-paper-white-22-in-x-30-in-250-gsm-pkg-of-10-9738797.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9738797-main_hmcfcz3bv6imhlrt.jpg
Art Supplies & Crafts,Art Supplies,9741021,Handy Art® Washable Glitter Glue - Set of 8 - 4-oz. Bottles,1,$ 17.35,https://www.nascoeducation.com/handy-art-washable-glitter-glue-set-of-8-4-oz-bottles-9741021.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9741021-main_nr3en81xdllfkl8g.jpg
Art Supplies & Crafts,Art Supplies,9742130,Liquitex® Light Modeling Paste Medium,1,$ 9.5,https://www.nascoeducation.com/liquitex-light-modeling-paste-medium-9742130.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742130-main_gz0lri27ijm9xum1.jpg
Art Supplies & Crafts,Art Supplies,9742194,Crayola® Construction Paper Shapes,1,$ 6.4,https://www.nascoeducation.com/crayola-construction-paper-shapes-9742194.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742194-main_nmazmtmzwwgjwwpb.jpg
Art Supplies & Crafts,Art Supplies,9742696,VELCRO® Removable Mounting Tape - 15 ft. x 3/4 in. - White,1,$ 29.95,https://www.nascoeducation.com/velcro-removable-mounting-tape-15-ft-x-3-4-in-white-9742696.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9742696-main_trpwfecxofyhk5qj.jpg
Art Supplies & Crafts,Art Supplies,Z46050,Diversified Woodcraft Pedestal Art Table - 1-1/4 in. Almond Plastic Laminate Top - 26 in. H,1,$ 1160.25,https://www.nascoeducation.com/diversified-woodcraft-pedestal-art-table-1-1-4-in-almond-plastic-laminate-top-26-in-h-z46050.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z46050-main_yqxrnzcrtovbhqzc.jpg
Art Supplies & Crafts,Art Supplies,X00009701455-A,AMACO® Lead-Free Low-Fire LG Gloss Glaze - 16-oz. Jar,1,$ 21.75,https://www.nascoeducation.com/amaco-lead-free-low-fire-lg-gloss-glaze-16-oz-jar-x00009701455-a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9701455a-main_qzegofbz6c0ekull.jpg
Art Supplies & Crafts,Art Supplies,X00009710498,Dr. Ph. Martins Hydrus Fine Art Watercolors,1,$ 93.45,https://www.nascoeducation.com/dr-ph-martins-hydrus-fine-art-watercolors-x00009710498.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9710498-main_2aflwyhaj6zanbgv.jpg
Art Supplies & Crafts,Art Supplies,X00009730459,Dynasty Golden Synthetic Round Paintbrush,1,$ 2.5,https://www.nascoeducation.com/dynasty-golden-synthetic-round-paintbrush-x00009730459.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9730459-main_tlqaru8fo7lqv3nh.jpg
Art Supplies & Crafts,Art Supplies,X00009734867-A,Jack Richeson® Mini Tempera Cakes - Set of 6,1,$ 7,https://www.nascoeducation.com/jack-richeson-mini-tempera-cakes-set-of-6-x00009734867-a.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9734867a-main_srnhynumzm7kbgeh.jpg
Art Supplies & Crafts,Art Supplies,BE01637,EXPO® Low-Odor Dry-Erase Markers - Chisel Tip - Set of 16 Intense Colors,1,$ 33.3,https://www.nascoeducation.com/expo-low-odor-dry-erase-markers-chisel-tip-set-of-16-intense-colors-be01637.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/b/e/be01637-main_wyteeh4amisg6rtr.jpg
Art Supplies & Crafts,Art Supplies,TB18906,Sterilite® Showoffs™ Storage Container - Medium,1,$ 13.7,https://www.nascoeducation.com/sterilite-showoffs-storage-container-medium-tb18906.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/t/b/tb18906-main_ycpgegiq1nxkgoj4.jpg
Art Supplies & Crafts,Art Supplies,U27835,Giacometti Figures - Lesson Plan Volume 75,1,$ 0,https://www.nascoeducation.com/giacometti-figures-lesson-plan-volume-75-u27835.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/u/2/u27835-main_lh2v8alut2dunrlg.jpg
Art Supplies & Crafts,Art Supplies,Z45326,Shimpo VL-Whisper Potter’s Wheel,1,$ 1850,https://www.nascoeducation.com/shimpo-vl-whisper-potters-wheel-z45326.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z45326-main_trvx63wb2lwfxakj.jpg
Art Supplies & Crafts,Art Supplies,Z47651,Jack Richeson® BEST Classic Dulce Easel,1,$ 512,https://www.nascoeducation.com/jack-richeson-best-classic-dulce-easel-z47651.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/z/4/z47651-main_tls2plofvkmtnu8w.jpg
Art Supplies & Crafts,Art Supplies,9729002,Dahle® Lever Style Professional Guillotine Cutter - 18 in.,1,$ 217.3,https://www.nascoeducation.com/dahle-lever-style-professional-guillotine-cutter-18-in-9729002.html,https://www.nascoeducation.com/media/catalog/product/cache/465f3046c8658da626e76b96d8ed42e5/9/7/9729002-main_vijokvkehqyexjla.jpg
